12,Miscellaneous,Recreation / Amusement Parks
12,Miscellaneous,Retailing
12,Miscellaneous,Unknown
12,Miscellaneous,Leather / Synthetic Footware - Large
12,Miscellaneous,Leather / Synthetic Footware - Medium / Small
12,Miscellaneous,Leather Products - Integrated
12,Miscellaneous,Leather Products - Others
12,Miscellaneous,Decoratives - Wood-based
12,Miscellaneous,Construction - Civil / Turnkey - Large
12,Miscellaneous,Construction - Civil / Turnkey - Medium / Small
12,Miscellaneous,Construction - Factories / Offices / Commercial
12,Miscellaneous,Construction - Housing - Large
12,Miscellaneous,Construction - Housing - Medium / Small
12,Miscellaneous,Paper - Large
12,Miscellaneous,Paper - Medium / Small
13,Finance,Banks - Private Sector
13,Finance,Auto Ancillaries - Trading
13,Finance,Banks - Public Sector
13,Finance,Finance - Equipment - Leasing & Maintenance
13,Finance,Finance - Housing - Large
13,Finance,Finance - Housing - Medium / Small
13,Finance,Finance - Investment / Others
13,Finance,Finance - Large
13,Finance,Finance - Leasing And Diversified
13,Finance,Finance - Medium
13,Finance,Finance - Small
13,Finance,Finance - Term-Lending Institutions
13,Finance,Securities/Commodities Trading Services
13,Finance,Trading - Large
13,Finance,Trading - Medium / Small
